ナンバー,施設名,所在地,緯度,経度
1133,なかむら耳鼻科クリニック,新潟市中央区若葉町1丁目20番3号,37.922520,139.043152
1134,なのはな皮膚科医院,新潟市中央区姥ｹ山5丁目14番36号,37.890263,139.077713
1135,にいがたセントラル泌尿器科,新潟市秋葉区上所3丁目10番65号 ﾏﾙｼｪｺｰﾄA 2階,37.788528,139.114609
1136,にいがたみなみめいけクリニック,新潟市中央区女池神明1丁目7番地8,37.890217,139.036667
1137,新潟レディースライフクリニック,新潟市秋葉区新津5149-17,37.804790,139.110947
1138,にいがた乳腺クリニック,新潟市西蒲区女池上山2丁目14-21,37.760490,138.889282
1139,にいつ眼科,新潟市北区新津本町3丁目1番10号,37.912243,139.184555
1140,西川内科医院,新潟市中央区巻甲2417番地6,37.922520,139.043152
1141,にしな子どもクリニック,新潟市中央区太田甲5635番地6,37.880299,139.034378
1142,にわやまハートクリニック,新潟市中央区米山1丁目24番地新潟駅南ｾﾝﾀｰﾋﾞﾙ1F,37.908836,139.062042
1143,ネクストスキンケアクリニック,新潟市北区西堀通6番町866番地NEXT21 1階,37.942116,139.148865
1144,脳神経内科・内科むさしクリニック,新潟市西区白山浦2丁目20番地1,37.874226,138.971970
1145,のぶ皮膚科,新潟市西区内島見2514-7,37.839104,138.923279
1146,のむら耳鼻咽喉科,新潟市中央区鳥原189-3,37.889229,139.022903
1147,はにゅうクリニック,新潟市南区五十嵐東1丁目1番15号,37.765800,139.019165
1148,はやつ医院,新潟市中央区山二ﾂ1385番地,37.891605,139.089844
1149,はやみ整形外科クリニック,新潟市中央区上下諏訪木922-2,37.900860,139.033173
1150,ひぐち耳鼻科クリニック,新潟市西区鐙西1丁目12番12号,37.874226,138.971970
1151,びとく整形外科クリニック,新潟市中央区本町通6番町1134番地,37.921139,139.046997
1152,ひらの内科医院,新潟市江南区五十嵐3の町東23番11号,37.867638,139.094009
1153,ひろさわ内科医院,新潟市西区東湊町通1ﾉ町2545番地24,37.827976,138.904510
1154,ふじい眼科,新潟市秋葉区亀田向陽3丁目2番19号,37.788528,139.114609
1155,ふじかわ皮ふ科クリニック,新潟市西区平島1丁目18番地1,37.890568,139.005646
1156,ふせじま脳外科クリニック,新潟市中央区新津東町3丁目4番48号,37.901592,139.020996
1157,ふたば皮膚科,新潟市中央区寺尾東2丁目14番4号,37.932407,139.051697
1158,プラーカ中村クリニック,新潟市中央区笹口1丁目1番地ﾌﾟﾗｰｶ12F,37.910976,139.063766
1159,ぷらっと本町クリニック,新潟市北区本町通6番町1108番地1ぷらっと本町ﾋﾞﾙ4F,37.913540,139.221603
1160,ふるしまクリニック,新潟市秋葉区姥ｹ山5丁目6番20号,37.788528,139.114609
1161,ポートクリニック好生堂,新潟市東区松浜本町4丁目1番12号,37.954754,139.119003
1162,ほかり医院,新潟市秋葉区新津本町1丁目3番39号,37.796642,139.121643
1163,ぼくとわたしの小児科,新潟市東区秋葉1丁目6番40号,37.939842,139.084412
1164,ほしの医院,新潟市中央区北上新田804番地1,37.924885,139.049713
1165,ほその循環器科・内科クリニック,新潟市東区中山6丁目3番35号,37.912334,139.081238
1166,ほんま整形外科,新潟市西区蒲原町2番25号,37.874226,138.971970
1167,まきの乳腺クリニック,新潟市東区中山6丁目13-48,37.914097,139.083420
1168,まことクリニック,新潟市秋葉区小針3丁目31番2号,37.783974,139.087723
1169,まつい整形外科,新潟市中央区猿ｹ馬場2丁目13番26号,37.922520,139.043152
1170,まふね内科クリニック,新潟市南区朝日213番地1,37.785442,139.043747
1171,まるやま美容クリニック,新潟市西区万代1丁目6番1号 万代ｼﾃｨﾊﾞｽｾﾝﾀｰ 3階,37.874226,138.971970
1172,みと小児科クリニック,新潟市中央区大通2丁目6番4号,37.879547,139.023148
1173,みのり園内診療所,新潟市東区藤野木51番地,37.934631,139.092072
1174,みらいクリニック南笹口,新潟市中央区南笹口2丁目5番17号,37.908176,139.071014
1175,みんなの皮ふ科,新潟市中央区東明2丁目6番地16,37.925179,139.051163
1176,めいけ眼科クリニック,新潟市西蒲区女池6丁目4番61号,37.760490,138.889282
1177,もたい内科クリニック,新潟市東区紫竹山1丁目7番5号,37.903179,139.075150
1178,もたにメディカルクリニック,新潟市東区巻甲4279番地5,37.924778,139.092606
1179,もとやま内科クリニック,新潟市中央区海老ｹ瀬3012番地,37.943119,139.060623
1180,ものみやまクリニック,新潟市西区物見山4丁目7番16号,37.874226,138.971970
1181,もり眼科医院,新潟市西区幸西1丁目5番20号ﾒｿﾞﾝ八千代1F,37.874226,138.971970
1182,やぎもと小児科,新潟市中央区中権寺2941番地,37.925709,139.041519
1183,やまもと内科・消化器クリニック,新潟市北区新通南3丁目2番1号,37.912243,139.184555
1184,やまもと形成外科クリニック,新潟市秋葉区本町通7番町1085,37.788528,139.114609
1185,やまもと小児科,新潟市江南区濁川165番地1,37.867638,139.094009
1186,ゆうき皮膚科,新潟市中央区古田2-7-3,37.916107,139.040100
1187,ゆきよしクリニック,新潟市中央区稲葉1丁目4番3号,37.932682,139.055069
1188,よいこの小児科さとう,新潟市西区神道寺1丁目5番47号,37.826427,138.883865
1189,横浜リーフみなとみらい健診クリニック診療所,新潟市中央区万代島2番1号新潟漁業協同組合新潟支所,37.923702,139.061310
1190,米山クリニック消化器内科・内科,新潟市中央区小新南2丁目1番79号,37.885746,139.048141
1191,ラサ内科皮膚科クリニック,新潟市秋葉区南笹口1丁目1番30号ｱﾒﾆﾃｨｵｱｼｽ駅南1F,37.792080,139.116959
1192,ルラ美容クリニック新潟院,新潟市中央区弁天1丁目4番27号,37.914383,139.059219
1193,わかつきクリニック,新潟市中央区古田3丁目4-14,37.916107,139.040100
1194,わかばやし内科クリニック,新潟市西蒲区米山5丁目9番13号,37.760490,138.889282
1195,ワシオ皮フ科,新潟市西区笹口3丁目16番26号,37.874226,138.971970
1196,渡辺内科医院,新潟市中央区鱸137番地1,37.922520,139.043152
1197,わたなべ内科・青山クリニック,新潟市東区青山1丁目2番21号,37.924778,139.092606
1198,阿部・島本小児科内科医院,新潟市東区関屋本村町2丁目224番地,37.924778,139.092606
1199,阿部小児科医院,新潟市中央区有楽3丁目8番6号,37.901196,139.010376
1200,茜リハビリクリニック,新潟市南区石山2丁目6番2号,37.765800,139.019165
1201,安宅医院,新潟市秋葉区関屋大川前1丁目11番5号,37.788528,139.114609
1202,安宅整形外科医院,新潟市南区親和町6番18号,37.766956,139.019882
1203,伊藤産婦人科医院,新潟市中央区中沢町9番13号,37.925709,139.041519
1204,医療法人社団かさはらクリニック,新潟市中央区親和町7番20号,37.878635,139.027985
1205,医療法人社団広域白報会にいがた在宅診療所,新潟市東区東大通2丁目5番1号ｶｰﾌﾟ新潟ﾋﾞﾙ4F,37.933327,139.075165
1206,美容皮膚科リゼクリニック新潟,新潟市江南区下大川前通7ﾉ町2230-37ﾒｿﾞﾝｿﾚｲﾕ2階1号室,37.868080,139.077469
1207,医療法人社団村井整形外科医院,新潟市中央区上木戸1丁目3番6号,37.900860,139.033173
1208,医療法人社団藍盛会新潟南アイクリニック,新潟市中央区下早通柳田1丁目1番1号ｲｵﾝﾓｰﾙ新潟南3階,37.920704,139.037918
1209,医療法人社団イースト会新潟イースト駅前クリニック,新潟市江南区弁天1丁目2番4号 ﾎﾃﾙｸﾞﾛｰﾊﾞﾙﾋﾞｭｰ新潟2階,37.867638,139.094009
1210,医療法人社団かつみ整形外科医院,新潟市西区鳥屋野1丁目27番12号,37.857025,139.007339
1211,医療法人社団こんの脳神経クリニック,新潟市東区泉町1丁目2番30号,37.924778,139.092606
1212,医療法人社団さとう内科クリニック,新潟市中央区鳥原641番地17,37.889229,139.022903
1213,医療法人社団すずき医院,新潟市中央区逢谷内6丁目8番34号,37.922520,139.043152
1214,医療法人社団ロイヤルハートクリニック,新潟市西区天神尾1丁目17番5号,37.874226,138.971970
1215,医療法人社団井上内科医院,新潟市東区女池上山5丁目3番5号,37.924778,139.092606
1216,医療法人社団栗田脳外科内科医院,新潟市東区小新西3丁目14番7号,37.942551,139.089264
1217,東京ハートリズムクリニック新潟,新潟市東区松崎1丁目18番12号,37.934681,139.112595
1218,医療法人社団大野眼科,新潟市江南区石山3丁目5番13号,37.867638,139.094009
1219,医療法人社団田中クリニック,新潟市中央区はなみずき1丁目14番18号,37.922520,139.043152
1220,医療法人社団片桐医院,新潟市西区亀田水道町1丁目1番51号2,37.870163,138.982666
1221,医療法人社団野中内科医院,新潟市秋葉区沼垂西1丁目8番5号,37.788528,139.114609
1222,医療法人美郷会こころはすクリニック,新潟市中央区小針4丁目39-28,37.885746,139.048141
1223,井上内科クリニック,新潟市西区みそら野1丁目13番8号,37.817646,138.906616
1224,一般社団法人新潟県労働衛生医学協会附属集団検診センター,新潟市西蒲区川岸町1丁目39番地の5,37.795948,138.908401
1225,一般社団法人新潟県労働衛生医学協会新潟健診スクエア,新潟市秋葉区北場1185番地3,37.792240,139.173279
1226,一般社団法人新潟県労働衛生医学協会付属岩室成人病検診センター,新潟市中央区橋本143番地1,37.922520,139.043152
1227,一般社団法人新潟県労働衛生医学協会付属新津成人病検診センター,新潟市中央区程島2009番地,37.922520,139.043152
1228,一般社団法人新潟県労働衛生医学協会附属プラーカ検診センター,新潟市中央区天神1丁目1番1号ﾌﾟﾗｰｶ3 5F,37.910194,139.061844
1229,一般社団法人新潟県労働衛生医学協会附属巡回診療所,新潟市中央区川岸町1丁目39番地の5,37.912983,139.032181
1230,一般社団法人新潟県労働衛生医学協会附属新潟ブレスト検診センター,新潟市中央区川岸町1丁目39番地5,37.912983,139.032181
1231,一般社団法人新潟県労働衛生医学協会附属中央診療所,新潟市東区川岸町1丁目47番7号健康増進ｾﾝﾀｰ内,37.924778,139.092606
1232,羽賀心臓血管外科クリニック,新潟市東区天神1丁目12番地7LEXN1 2F,37.924778,139.092606
1233,羽尾整形外科,新潟市中央区太平3丁目30番地10号,37.880299,139.034378
1234,浦野耳鼻咽喉科医院,新潟市中央区逢谷内3丁目1番26号,37.922520,139.043152
1235,永井皮フ科クリニック,新潟市中央区万代1丁目2番14号ｼﾙﾊﾞ-流通ﾋﾞﾙ4階,37.915218,139.056656
1236,駅前ＡＧＡクリニック新潟院,新潟市西蒲区弁天1丁目1-22 東信新潟ﾋﾞﾙ6階,37.760490,138.889282
1237,遠藤胃腸科内科医院,新潟市東区南笹口1丁目4番11号,37.900536,139.076630
1238,遠藤医院,新潟市江南区旗屋697番地1,37.867638,139.094009
1239,塩谷外科医院,新潟市江南区中山6丁目12番19号,37.894066,139.109283
1240,押木内科神経内科医院,新潟市中央区亀田本町4丁目3番4号,37.880913,139.080048
1241,横田内科医院,新潟市中央区袋津5丁目4番25号,37.922520,139.043152
1242,岡田整形外科,新潟市東区天神尾2丁目11番2号,37.924778,139.092606
1243,岡田内科医院,新潟市秋葉区幸町7番25号,37.788528,139.114609
1244,岡田内科医院,新潟市中央区北葉町10番5号,37.924885,139.049713
1245,加藤医院,新潟市西蒲区新津本町3丁目14番11号,37.739967,138.857391
1246,海津内科医院,新潟市西蒲区笹口2丁目10番12号,37.760490,138.889282
1247,笠原内科医院,新潟市西蒲区巻甲2408番地1,37.754032,138.887634
1248,潟東クリニック,新潟市中央区三方138番地1,37.922440,139.062149
1249,苅部医院,新潟市東区魲173番地,37.924778,139.092606
1250,寒河江眼科クリニック,新潟市中央区姥ｹ山5丁目4番13号,37.889568,139.076538
1251,間庭整形外科医院,新潟市南区山木戸8丁目9番37号,37.801952,139.007370
1252,関屋田町クリニック,新潟市西区関屋田町1丁目6番地2,37.908024,139.001328
1253,関川医院,新潟市江南区新飯田975番地2,37.867638,139.094009
1254,丸山リハビリテーション診療所,新潟市西区小新1083番地1ｻﾝﾛｲﾔﾙ新潟1階,37.878265,138.996201
1255,丸山診療所,新潟市中央区丸山472番地1,37.922520,139.043152
1256,丸山整形外科・内科,新潟市西蒲区板井204番地,37.760490,138.889282
1257,岩永医院,新潟市江南区月町2014番地,37.867638,139.094009
1258,岩室藤田医院,新潟市江南区岩室温泉667番地26,37.867638,139.094009
1259,亀田眼科クリニック,新潟市秋葉区亀田四ﾂ興野3丁目2番25号,37.788528,139.114609
1260,亀田町アイクリニック,新潟市中央区鵜ﾉ子4丁目466番地ｱﾋﾟﾀ新潟亀田店2F,37.883160,139.083023
1261,吉村医院,新潟市西区中野2丁目19番18号,37.820728,138.938248
1262,宮尾耳鼻咽喉科クリニック,新潟市西区女池上山5丁目9番9号,37.874226,138.971970
1263,救護施設有明荘医務室診療所,新潟市西蒲区西有明町1番71号,37.736927,138.866669
1264,橋本耳鼻科クリニック,新潟市西蒲区平島1丁目18番22号,37.765850,138.839935
1265,金子医院,新潟市東区和納1丁目10番17号,37.924778,139.092606
1266,金子内科医院,新潟市西区巻甲1175番地1,37.874226,138.971970
1267,空港前クリニック,新潟市西区太平3丁目7番1号,37.874226,138.971970
1268,軽費老人ホ―ム有明ハイツ医務室診療所,新潟市西区西有明町1番72号,37.897346,138.990860
1269,月岡内科医院,新潟市中央区小針4丁目4番1号,37.885746,139.048141
1270,健やか医院,新潟市中央区小新1130番地,37.885746,139.048141
1271,県庁前神経内科クリニック,新潟市北区出来島1丁目5番52号ｾﾝﾄﾗﾙｺｰﾄ県庁前1F,37.913540,139.221603
1272,原こども医院,新潟市中央区上所上2丁目13番12号,37.903553,139.032349
1273,原田整形外科医院,新潟市中央区白新町1丁目3番3号,37.915070,139.033081
1274,古町ルフル消化器内科クリニック,新潟市東区古町通7番町1010番,37.937595,139.073547
1275,古町心療クリニック,新潟市西区西堀前通6番町909番地,37.884277,138.981766
1276,戸井田内科医院,新潟市秋葉区中野山4丁目15番7号,37.828812,139.100861
1277,五十川医院,新潟市西蒲区寺尾上6丁目5番11号,37.760490,138.889282
1278,五十嵐医院,新潟市江南区出戸177番地1,37.867638,139.094009
1279,五十嵐医院,新潟市東区小吉1074番地1,37.942551,139.089264
1280,五十嵐内科胃腸科医院,新潟市中央区酒屋町屋敷付821番地29,37.922520,139.043152
1281,五味キッズクリニック,新潟市中央区石山4丁目4番14号,37.922520,139.043152
1282,公益財団法人新潟県保健衛生センター成人病検診センター,新潟市江南区川岸町2丁目11番地11,37.867638,139.094009
1283,公益財団法人新潟県保健衛生センター附属診療所,新潟市南区白山浦2丁目180番地5,37.765285,139.039993
1284,向陽メディカルクリニック,新潟市江南区亀田向陽3丁目9番25号,37.880314,139.108765
1285,広川医院,新潟市西蒲区西笠巻66-2,37.736927,138.866669
1286,江南区亀田健康センター診療所,新潟市西蒲区泉町3丁目1番3号,37.760490,138.889282
1287,荒川レディースクリニック,新潟市中央区巻甲4670番地,37.922520,139.043152
1288,高橋整形外科クリニック,新潟市秋葉区押付259番地1,37.788528,139.114609
1289,高橋整形外科医院,新潟市西蒲区学校町通3番町537番地1,37.760490,138.889282
1290,高塚医院,新潟市中央区新津本町1丁目7番22号,37.901592,139.020996
1291,高木医院,新潟市江南区巻甲2622番地,37.867638,139.094009
1292,根本眼科耳鼻科,新潟市秋葉区信濃町11番10号,37.788528,139.114609
1293,佐藤医院,新潟市中央区割野666番地,37.922520,139.043152
1294,佐藤医院荻川診療所,新潟市江南区中野2丁目8番8号,37.894066,139.109283
1295,佐藤神経内科クリニック,新潟市東区西堀通6番町877番地1,37.902359,139.118713
1296,佐文診療所,新潟市中央区元町2丁目1番41号,37.932812,139.052902
1297,佐野医院,新潟市北区東明2丁目9番2号,37.952530,139.183273
1298,済生会康和園診療所,新潟市江南区附船町1丁目4378番地,37.867638,139.094009
1299,斎藤医院,新潟市中央区嘉山2198番地3,37.922520,139.043152
1300,斎藤内科・消化器科医院,新潟市南区城所1丁目7番11号,37.765800,139.019165
1301,斎藤内科クリニック,新潟市西区高志2丁目20番3号,37.849705,138.945511
1302,斎藤皮膚科,新潟市中央区上下諏訪木685番地,37.900860,139.033173
1303,菜の花こどもクリニック,新潟市中央区小針2丁目41番7,37.885746,139.048141
1304,在宅ケアクリニック川岸町,新潟市北区川岸町2丁目11番14号福新ﾋﾞﾙ2階,37.910908,139.213303
1305,笹出線近江眼科近江皮膚科,新潟市東区上近江2丁目1番33号,37.934677,139.085449
1306,三菱ガス化学株式会社新潟工場医務室,新潟市北区松浜町3500番地,37.961571,139.147064
1307,山の下クリニック,新潟市中央区長者町5番5号,37.884426,139.064865
1308,山口クリニック,新潟市中央区早通北1丁目3番11号,37.929493,139.050140
1309,山口眼科医院,新潟市西区上所1丁目1番24号ｴﾇﾋﾞﾙ1F,37.890743,138.970764
1310,山東第二医院,新潟市西区紫竹山1丁目3番25号,37.874226,138.971970
1311,寺久保耳鼻咽喉科医院,新潟市西区山田503番地1,37.867355,139.016022
1312,寺尾整形外科クリニック,新潟市西蒲区寺尾東3丁目9番10号,37.760490,138.889282
1313,耳鼻咽喉科相馬医院,新潟市西区五十嵐中島4丁目1番8号,37.849525,138.921692
1314,耳鼻咽喉科渡辺医院,新潟市北区巻甲2515番地3,37.913540,139.221603
1315,耳鼻咽喉科やまざきクリニック,新潟市南区坂井932番地11,37.765800,139.019165
1316,耳鼻咽喉科気管食道科とみやま医院,新潟市西区太田5594番地3,37.874226,138.971970
1317,耳鼻咽喉科和田医院,新潟市東区白根魚町2番21号,37.936180,139.107559
1318,社会医療法人新潟勤労者医療協会坂井輪診療所,新潟市西区寺尾東3丁目8番35号,37.872219,138.973831
1319,社会医療法人新潟勤労者医療協会ときわ診療所,新潟市西区空港西1丁目15番17号,37.874226,138.971970
1320,社会福祉法人新潟市社会事業協会信楽園病院附属有明診療所,新潟市中央区西有明町1番5号,37.924881,139.050308
1321,若杉内科医院,新潟市秋葉区内野町1052番地,37.788528,139.114609
1322,秋田内科放射線科クリニック,新潟市中央区出来島1丁目6番1号ﾒﾃﾞｨｶﾙﾋﾞﾙ3F,37.900646,139.023682
1323,秋葉区新津健康センター診療所,新潟市中央区程島1979番地4,37.922520,139.043152
1324,舟江診療所,新潟市東区入船町3丁目3629番地1,37.924778,139.092606
1325,勝見整形外科医院,新潟市北区堀之内南1丁目32番13号,37.913540,139.221603
1326,勝見皮膚科クリニック,新潟市秋葉区太平4丁目3番地19,37.788528,139.114609
1327,小黒内科胃腸科医院,新潟市中央区太田5633番地,37.880299,139.034378
1328,小堺医院,新潟市中央区小須戸106番地3,37.885746,139.048141
1329,小山医院,新潟市秋葉区横七番町通2丁目4975番地,37.746429,139.074524
1330,小山神経内科・内科クリニック,新潟市東区学校町通2番町5308番地1,37.924778,139.092606
1331,小児科高野クリニック,新潟市秋葉区古田3丁目4番15号,37.795498,139.107788
1332,小児科廣川医院,新潟市西区若葉町1丁目20番8号,37.874226,138.971970
1333,小出耳鼻咽喉科,新潟市西区新町1丁目5番25号,37.846748,138.913452
1334,小新女性クリニック,新潟市東区小新南1丁目8番7号,37.942551,139.089264
1335,小針アイクリニック,新潟市秋葉区小針6丁目57番6号,37.783974,139.087723
1336,小田医院,新潟市北区中野山6丁目1番17号,37.913540,139.221603
1337,小島耳鼻咽喉科医院,新潟市西区新津本町1丁目3番10号,37.846748,138.913452
1338,小飯塚医院,新潟市中央区嘉山5丁目6番4号,37.922520,139.043152
1339,小柳内科医院,新潟市中央区東青山1丁目8番5号,37.925179,139.051163
1340,小林医院,新潟市江南区沼垂東2丁目2番15号,37.867638,139.094009
1341,小林医院,新潟市東区西堀前通6番町897番地,37.902359,139.118713
1342,小林整形外科,新潟市中央区亀田四ﾂ興野1丁目1番32号,37.880913,139.080048
1343,庄司こども医院,新潟市中央区東中野山4丁目15番7号,37.918736,139.038544
1344,松井女性クリニック,新潟市西蒲区西堀前通6番町899番地ｼｽ西堀1F,37.736927,138.866669
1345,松元眼科,新潟市西蒲区東大通2丁目7番15号,37.713959,138.977020
1346,松﨑医院,新潟市中央区河間544番地,37.922520,139.043152
1347,松村醫院,新潟市北区巻甲3276番地1,37.913540,139.221603
1348,松田眼科医院,新潟市中央区営所通1番町308番地3,37.921196,139.039764
1349,松田内科呼吸器科クリニック,新潟市中央区島見町3925番地4,37.922520,139.043152
1350,松波クリニック,新潟市中央区関屋松波町2丁目143番地,37.916565,139.021820
1351,松本眼科,新潟市中央区笹口2丁目1番12号,37.910046,139.063019
1352,消化器科・内科やなぎさわクリニック,新潟市中央区長潟2丁目3番1号,37.890194,139.070007
1353,湘南美容クリニック新潟院,新潟市北区八千代2丁目1番2号 万代ｼﾃｨ･ﾋﾞﾙﾎﾞｰﾄﾞﾌﾟﾚｲｽ3階,37.913540,139.221603
1354,祥慶会渡辺記念クリニック,新潟市西蒲区上大川前通8番町1291番地,37.692310,138.970703
1355,障がい者支援施設松潟の園診療所,新潟市東区松潟1482番地1,37.938660,139.101547
1356,障害者支援施設かたくりの里医務室,新潟市中央区橋本88番地1,37.922520,139.043152
1357,上原消化器内科クリニック,新潟市中央区粟山3丁目7番8号,37.922520,139.043152
1358,上所歯科耳鼻科,新潟市中央区近江1丁目2番3号,37.903664,139.044449
1359,上村神経科内科医院,新潟市中央区関屋金衛町1丁目19番地,37.913540,139.018173
1360,植村美容外科,新潟市西区東大通1丁目4-5 日生不動産新潟駅前ﾋﾞﾙ2F,37.827976,138.904510
1361,植木外科医院,新潟市中央区東大通2丁目10番26号,37.916534,139.061325
1362,心療内科・神経科高橋クリニック,新潟市中央区五十嵐東1丁目10番19号,37.922520,139.043152
1363,新井内科・消化器科クリニック,新潟市西区川岸町2丁目8番2号,37.874226,138.971970
1364,新潟こころの発達クリニック,新潟市中央区湖南21番地5,37.874531,139.039551
1365,新潟みずほ園内診療所,新潟市東区小見郷屋107番地2,37.942551,139.089264
1366,新潟メンタルクリニック,新潟市北区米山1丁目24番地新潟駅南ｾﾝﾀｰﾋﾞﾙ1階,37.913540,139.221603
1367,新潟医療生活協同組合木戸クリニック,新潟市中央区上木戸5丁目2番1号,37.900860,139.033173
1368,新潟医療福祉大学医務室,新潟市北区島見町1398番地,37.966400,139.188843
1369,新潟眼科クリニック,新潟市江南区西堀通6番町866番地NEXT21 1階･地下1階,37.885464,139.135315
1370,新潟競馬場人診療所,新潟市中央区笹山3490番地,37.912411,139.071442
1371,新潟刑務所医務課診療所,新潟市中央区山二ﾂ381番地4,37.889217,139.089478
1372,新潟健康管理診療所,新潟市中央区新光町11番地1,37.898788,139.021347
1373,新潟健康推進センター,新潟市中央区幸西1丁目1番1号,37.912289,139.051376
1374,新潟健診プラザ,新潟市中央区紫竹山2丁目6番10号,37.901932,139.069092
1375,新潟検疫所診察室,新潟市江南区竜が島1丁目5番4号,37.867638,139.094009
1376,新潟県健康づくり・スポーツ医科学センター,新潟市中央区清五郎67番地12,37.882988,139.059891
1377,新潟県障害者リハビリテーションセンター,新潟市中央区亀田向陽1丁目9番1号,37.880913,139.080048
1378,新潟県精神保健福祉センター,新潟市中央区上所2丁目2番3号,37.906693,139.036484
1379,新潟県赤十字血液センター,新潟市中央区美咲町1丁目6番15号,37.895500,139.016220
1380,新潟県赤十字血液センター万代出張所,新潟市中央区万代1丁目4番33号損保ｼﾞｬﾊﾟﾝ新潟ｾﾝﾄﾗﾙﾋﾞﾙ2階,37.917416,139.057297
1381,新潟県庁医務室,新潟市中央区新光町4番1号,37.902454,139.023331
1382,新潟市こころの健康センター診療所,新潟市中央区川岸町1丁目57番地1,37.911022,139.036224
1383,新潟市医師会メジカルセンター,新潟市中央区紫竹山3丁目3番11号,37.900879,139.070206
1384,新潟市急患診療センター,新潟市西区紫竹山3丁目3番11号,37.874226,138.971970
1385,新潟市保健所,新潟市中央区紫竹山3丁目3番11号,37.900879,139.070206
1386,新潟大学保健管理センター,新潟市江南区五十嵐2の町8050番地,37.867638,139.094009
1387,新潟大学保健管理センター旭町分室,新潟市中央区旭町通1番町757番地,37.920101,139.037079
1388,新潟中央青果株式会社診療所,新潟市西区茗荷谷711番地,37.874226,138.971970
1389,新潟中央透析クリニック,新潟市西区柳島町3丁目18番地7,37.874226,138.971970
1390,新潟糖尿病クリニック,新潟市西区山田478番9,37.870289,139.014542
1391,新大駅前わたなべ眼科,新潟市秋葉区坂井砂山4丁目14番7号,37.788528,139.114609
1392,新大駅前皮フ科,新潟市江南区坂井砂山4丁目14番13号,37.867638,139.094009
1393,新津メンタルクリニック,新潟市秋葉区新津5149ｰ12,37.804790,139.110947
1394,新津産科婦人科クリニック,新潟市西区横越中央7丁目1番7号,37.874226,138.971970
1395,新津保健所,新潟市秋葉区南町9番33号,37.794422,139.116913
1396,新通あけみ皮膚科医院,新潟市中央区新通1052番地13,37.901592,139.020996
1397,森川医院,新潟市西区程島1977番地,37.874226,138.971970
1398,森田整形外科医院,新潟市西区関屋昭和町3丁目152番地,37.908024,139.001328
1399,真田内科医院,新潟市南区赤塚5010番地1,37.794140,139.055756
1400,水戸医院,新潟市南区小針が丘2番35号,37.786045,139.023605
1401,水戸部クリニック,新潟市中央区上下諏訪木731番地1,37.900860,139.033173
1402,杉山内科医院,新潟市北区清水250-2,37.913540,139.221603
1403,杉村クリニック,新潟市西区新和1丁目3番29号,37.846748,138.913452
1404,成田医院,新潟市西蒲区白新町2丁目13番32号,37.725700,138.852020
1405,整形外科・眼科大川クリニック,新潟市中央区西小針台2丁目1番36号,37.924881,139.050308
1406,整形外科･皮膚科しまがきクリニック,新潟市江南区巻甲4647番地1,37.867638,139.094009
1407,清水皮膚科,新潟市西蒲区天神尾1丁目12番12号,37.779701,138.904404
1408,清野医院,新潟市西蒲区亀田四ﾂ興野5丁目4番12号,37.760490,138.889282
1409,西蒲区巻地域保健福祉センター診療所,新潟市西区巻甲4363番地,37.874226,138.971970
1410,西蒲原地区休日夜間急患診療所,新潟市西区巻甲4363番地,37.874226,138.971970
1411,西区黒埼健康センター診療所,新潟市西区金巻772番地1,37.842686,139.008591
1412,西区坂井輪健康センター診療所,新潟市西区寺尾東3丁目14番41号,37.874485,138.971436
1413,西区西地域保健福祉センター診療所,新潟市西区内野町413番地,37.858509,138.938171
1414,西新潟なかむら眼科,新潟市西区寺尾朝日通16番27号,37.884769,138.986176
1415,西新潟ほんだ内科クリニック,新潟市西区小針西2丁目12番15号,37.886158,138.982803
1416,西新潟健診プラザ,新潟市西区小新南2丁目1番60号,37.867218,138.992981
1417,西新潟整形外科,新潟市西区坂井砂山4丁目14番3号,37.868084,138.956085
1418,西新潟中央病院診療部,新潟市北区真砂1丁目14番1号,37.913540,139.221603
1419,青山内科・眼科クリニック,新潟市南区青山4丁目1番28号,37.765800,139.019165
1420,青木整形外科医院,新潟市中央区葛塚3188番地,37.922520,139.043152
1421,石崎医院,新潟市東区白根1306番地,37.936180,139.107559
1422,川合クリニック,新潟市秋葉区東大通2丁目3番26号ﾌﾟﾚｲｽ新潟3階,37.794983,139.154099
1423,川名クリニック,新潟市西区上木戸1丁目2番15号,37.890743,138.970764
1424,川野眼科,新潟市中央区新津東町2丁目4番29号,37.901592,139.020996
1425,前田内科クリニック,新潟市秋葉区坂井東2丁目2番29号,37.788528,139.114609
1426,前田内科医院,新潟市西区曙町3160番地4,37.874226,138.971970
1427,全天今井眼科医院,新潟市東区新津本町4丁目15番1号,37.909237,139.122162
1428,早川小児科クリニック,新潟市中央区西小針台2丁目1番5号,37.924881,139.050308
1429,相澤内科医院,新潟市東区中木戸41番地1,37.925510,139.101273
1430,村山内科,新潟市中央区万代1丁目1-32 ﾌﾟﾘｵｰﾙ万代4階,37.917168,139.057861
1431,太田眼科,新潟市中央区豊2丁目6番46号,37.926991,139.054123
1432,大橋みなこキッズクリニック,新潟市西蒲区川岸町2丁目8番地17,37.795948,138.908401
1433,大森内科医院,新潟市中央区八千代1丁目1番30号,37.915146,139.056107
1434,大西医院神経内科・内科,新潟市西区巻甲1784番地1,37.874226,138.971970
1435,大滝耳鼻科クリニック,新潟市西区長潟1204番地4,37.874226,138.971970
