ナンバー,施設名,所在地,緯度,経度
737,清水歯科医院,新潟市中央区東堀前通7番町1075番地,37.922951,139.046509
738,清水たろう歯科,新潟市中央区長潟1201-1,37.884426,139.064865
739,春ぞうデンタルクリニック,新潟市中央区姥ｹ山3丁目12-11,37.88678,139.079834
740,じょうじ歯科クリニック,新潟市中央区堀之内南1丁目15番15号とやのｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ内,37.905277,139.052322
741,すずの木歯科クリニック,新潟市中央区上近江2丁目2-20-1,37.900574,139.037155
742,すみや歯科医院,新潟市中央区長潟3丁目7番20号,37.887474,139.070801
743,田井デンタルクリニック,新潟市中央区美咲町1丁目31番15号,37.892281,139.015839
744,高瀬歯科,新潟市中央区万代2丁目3番34号万代ｸﾞﾚｰｽ101号,37.917599,139.054245
745,タケデンタルクリニック,新潟市中央区米山5丁目2番4号,37.906498,139.057419
746,田中歯科医院,新潟市中央区関屋新町通1丁目33番地,37.910702,139.024673
747,玉井歯科医院,新潟市中央区本町通9番町1325番地,37.924828,139.048004
748,千歳歯科クリニック,新潟市中央区新光町5番1号千歳ﾋﾞﾙﾃﾞｨﾝｸﾞ1F,37.899944,139.022186
749,池主歯科医院,新潟市中央区信濃町5番23号,37.906883,139.012802
750,中央歯科クリニック,新潟市中央区湖南4-10,37.876839,139.039032
751,筒井歯科クリニック,新潟市中央区白山浦2丁目646番97号,37.911827,139.028595
752,常川歯科医院,新潟市中央区東万代町9番地21号,37.917324,139.062622
753,つるい歯科クリニック,新潟市中央区紫竹1丁目5-39,37.90834,139.074585
754,てじま歯科医院,新潟市中央区万代1丁目2番14号ｼﾙﾊﾞｰ流通ﾋﾞﾙ501,37.915218,139.056656
755,デンタルオフィスｆｒｏｈ,新潟市中央区上所中1丁目2番12号 ﾆﾁﾚｵZ-B,37.906693,139.03833
756,長井歯科医院,新潟市中央区上所上3丁目1番35号,37.903435,139.031967
757,永井歯科クリニック,新潟市中央区東万代町9番地21号9番38号 ﾛｲﾔﾙﾊﾟｰｸｽER万代1階,37.917324,139.062622
758,新潟駅前歯科クリニック,新潟市中央区弁天1丁目1-22東信新潟ﾋﾞﾙ4階,37.91291,139.059708
759,新潟県歯科医師会附属歯科診療所,新潟市中央区堀之内南3丁目8番13号,37.900864,139.050186
760,野村歯科医院,新潟市中央区米山6丁目1番12号,37.903664,139.058609
761,公益財団法人新潟県歯科保健協会附属歯科診療所,新潟市中央区堀之内南3丁目8番13号,37.900864,139.050186
762,医療法人社団長谷川歯科,新潟市中央区一番堀通町5938番地,37.913933,139.035217
763,万代デンタルクリニック,新潟市中央区八千代2丁目4番28号,37.915821,139.052032
764,新潟県庁内歯科診療所,新潟市中央区新光町4番地1号,37.902454,139.023331
765,新潟市口腔保健福祉センター,新潟市中央区紫竹山3丁目3番11号,37.900879,139.070206
766,西堀さとう歯科,新潟市中央区西堀通6番町877番地1 3階,37.923271,139.042877
767,ノエルデンタルクリニック万代,新潟市中央区万代4丁目1番6号新潟あおばﾋﾞﾙ2階,37.917446,139.057846
768,のぞみ矯正・歯科クリニック,新潟市中央区上大川前通1番町154番地新潟白山公園ﾋﾞﾙ2階,37.914833,139.042725
769,ハート歯科クリニック,新潟市中央区関屋金鉢山町76番地ﾏﾝｼｮﾝﾛﾋﾞﾝ104号,37.908508,139.01741
770,はぎわら歯科クリニック,新潟市中央区出来島1丁目6番1号ﾒﾃﾞｨｶﾙﾋﾞﾙ2F,37.900646,139.023682
771,はせがわ矯正歯科クリニック,新潟市中央区花園1丁目1番1号新潟駅CoCoLo本館ﾒﾃﾞｨｶﾙｺｰﾄA,37.913288,139.060867
772,花園歯科新潟駅前診療所,新潟市中央区花園1丁目2番2号ｺｰﾌﾟｼﾃｨ花園2階,37.913258,139.061905
773,医療法人社団晃翔会日野歯科クリニック,新潟市中央区寄居町342番地,37.922413,139.040604
774,ふくい矯正歯科医院,新潟市中央区女池上山2丁目13番23号,37.890903,139.028366
775,藤村歯科医院,新潟市中央区女池7丁目11番8号,37.889107,139.043686
776,ふるまち歯科,新潟市中央区東堀前通2番町361番地ﾒｿﾞﾝﾄﾞｽｶｲ1階,37.916145,139.042252
777,星野歯科医院,新潟市中央区上大川前通9番町1281番地,37.925026,139.048615
778,堀田歯科医院,新潟市中央区笹口3丁目11番7号,37.912243,139.070068
779,堀歯科医院,新潟市中央区弁天橋通1丁目5番1号,37.892971,139.069107
780,ホワイト歯科クリニック,新潟市中央区白山浦2丁目646番地32,37.911827,139.028595
781,ＷｈｉｔｅＢｅｒｒｙ万代デンタルクリニック,新潟市中央区万代1丁目2番12号ｺｽﾓ万代2階,37.915127,139.056824
782,本町みゆき歯科,新潟市中央区本町通6番町1108番地1ぷらっと本町ﾋﾞﾙ1階,37.920357,139.04628
783,ほんま歯科クリニック,新潟市中央区笹口1丁目1番1号ﾌﾟﾗｰｶﾒﾃﾞｨｶﾙｽｸｴｱ,37.910976,139.063766
784,まつい歯科こども歯科クリニック,新潟市中央区山二ﾂ4丁目4番7号,37.891563,139.083572
785,松川歯科医院,新潟市中央区営所通1番町314番地,37.921196,139.039764
786,松川歯科医院,新潟市中央区月町2048番地,37.922855,139.050766
787,松波町歯科医院,新潟市中央区関屋松波町3丁目199番,37.91592,139.020126
788,まつみだい歯科診療所アネックス古町,新潟市中央区西堀通6番町866番地,37.922489,139.043228
789,水落歯科医院,新潟市中央区西堀通3番町258番地,37.919125,139.04007
790,みねお歯科医院,新潟市中央区網川原2丁目10番10号,37.891872,139.023743
791,宮尾歯科クリニック,新潟市中央区上近江4丁目12番20号Dekky401 1F,37.897877,139.030624
792,宮本歯科医院,新潟市中央区鐙西1丁目10番15号石黒ﾋﾞﾙ2F,37.902397,139.065643
793,村田歯科医院,新潟市中央区本町通8番町1353番地,37.924248,139.047348
794,村田歯科医院,新潟市中央区米山6丁目8番21号,37.902531,139.057281
795,諸見里歯科医院,新潟市中央区新和3丁目16番14号,37.898438,139.041519
796,八木歯科医院,新潟市中央区鐙1丁目11番17号,37.905117,139.067856
797,山崎歯科医院,新潟市中央区東中通1番町86番地53,37.919819,139.038437
798,山宮歯科医院,新潟市中央区上所上2丁目4番3号,37.902218,139.035172
799,横山歯科医院,新潟市中央区下所島2丁目11番5号,37.905201,139.045486
800,善隆歯科クリニック,新潟市中央区神道寺1丁目6番12号,37.898178,139.056259
801,よしだ歯科医院,新潟市中央区新島町通1ﾉ町1974番地,37.920284,139.048737
802,米山デンタルクリニック,新潟市中央区花園1丁目1番1号JR新潟駅CoCoLo本館ﾒﾃﾞｨｶﾙｺｰﾄB,37.913288,139.060867
803,ワイズ歯科クリニック,新潟市中央区女池西2丁目7番16号,37.890202,139.033585
804,渡辺歯科医院,新潟市中央区幸西3丁目2番1号,37.910801,139.047165
805,浅川歯科クリニック,新潟市江南区三條岡2丁目2番9号,37.869389,139.123215
806,アピタフレンドリー歯科,新潟市江南区鵜ﾉ子4丁目466番地ｱﾋﾟﾀ新潟亀田店2F,37.871838,139.089905
807,アポロ歯科クリニック,新潟市江南区下早通柳田1丁目1番1号ｲｵﾝ新潟南SC2F,37.875652,139.083664
808,医療法人社団吉田歯科医院よしだファミリー歯科,新潟市江南区天野2丁目13番11号,37.854725,139.033279
809,医療法人社団良美会いとう歯科クリニック,新潟市江南区天野1丁目10番27号,37.854759,139.027863
810,うぐいす歯科,新潟市江南区うぐいす1丁目6番3号,37.87479,139.133148
811,枝並歯科医院,新潟市江南区亀田水道町1丁目1番54号,37.870506,139.115128
812,枝並歯科クリニック,新潟市江南区亀田四ﾂ興野3丁目3番34号,37.870468,139.097672
813,えなみ歯科医院,新潟市江南区砂岡3丁目3番14号,37.863304,139.123001
814,上野山歯科医院,新潟市江南区曙町1丁目2番1号,37.862461,139.1194
815,かめだデンタルクリニック,新潟市江南区東船場3丁目2番8号,37.876743,139.106979
816,矯正ループ歯科,新潟市江南区早苗1丁目3番17号,37.868988,139.094803
817,倉嶋歯科クリニック,新潟市江南区大渕3485番地,37.893311,139.144516
818,五月町デンタルクリニック,新潟市江南区五月町2丁目11番38号,37.872883,139.095947
819,城山歯科,新潟市江南区城山1丁目2番74号,37.864426,139.11026
820,竹内歯科クリニック,新潟市江南区茜ｹ丘7番地1,37.857319,139.138855
821,田辺歯科医院,新潟市江南区袋津4丁目4番5号,37.864601,139.115265
822,そのき歯科医院,新潟市江南区曽野木1丁目7番18号,37.867619,139.0448
823,中村歯科医院,新潟市江南区亀田中島3丁目2448番地13,37.886272,139.101578
824,西歯科医院,新潟市江南区横越中央8丁目2番10号,37.850964,139.144287
825,フェイス歯科医院,新潟市江南区亀田緑町4丁目2番21号,37.870865,139.100143
826,深井歯科医院,新潟市江南区西町1丁目3番21号,37.874199,139.107513
827,ふれあい歯科クリニック,新潟市江南区早通6丁目7番34号,37.863239,139.081451
828,本間歯科医院,新潟市江南区早通2丁目1番44号,37.863087,139.086853
829,丸山歯科医院,新潟市江南区船戸山4丁目9番21号,37.866558,139.106003
830,三浦歯科医院,新潟市江南区横越中央2丁目10番5号,37.85611,139.147659
831,みゆき歯科医院,新潟市江南区亀田本町2丁目2番14号,37.871361,139.108063
832,よこごし野村歯科クリニック,新潟市江南区横越中央5丁目2-17,37.85313,139.15181
833,あおば歯科クリニック倉田歯科醫院,新潟市秋葉区西古津1番4号,37.773468,139.114456
834,あきはそらいろ歯科,新潟市秋葉区金沢町2丁目8番12号,37.799301,139.135971
835,五十嵐歯科医院,新潟市秋葉区出戸176番地2,37.786121,139.072021
836,五十嵐歯科クリニック,新潟市秋葉区新津本町1丁目3番23号,37.797474,139.121872
837,いの歯科医院,新潟市秋葉区秋葉3丁目4番18号,37.789909,139.135086
838,医療法人玄徳会おぎかわ歯科,新潟市秋葉区田島833番地,37.829693,139.114777
839,医療法人徳真会松村歯科新津診療所,新潟市秋葉区美幸町3丁目1番12号2,37.799885,139.114639
840,うめつ歯科医院,新潟市秋葉区古田1丁目6番41号,37.794487,139.111359
841,えんどう歯科医院,新潟市秋葉区あおば通1丁目7番11号,37.83255,139.101593
842,海津歯科医院,新潟市秋葉区新津本町3丁目12番27号,37.795361,139.12442
843,かえつ歯科,新潟市秋葉区中沢町1番25号,37.791332,139.124313
844,五三蔵井上歯科医院,新潟市秋葉区新津4513番地2,37.792881,139.113022
845,こすぎ小児歯科,新潟市秋葉区荻島1丁目15番10号,37.832829,139.118973
846,小林歯科医院,新潟市秋葉区新津本町2丁目12-6,37.799843,139.124969
847,齋藤歯科医院,新潟市秋葉区川口770番地2,37.815353,139.117874
848,笹川矯正歯科,新潟市秋葉区川口638番地3,37.814983,139.116943
849,さつき野歯科・矯正歯科医院,新潟市秋葉区さつき野2丁目11番20号,37.811142,139.115967
850,佐野歯科・矯正歯科医院,新潟市秋葉区北上2丁目1番54号,37.809719,139.125381
851,さわだ歯科医院,新潟市秋葉区古田3-5-17,37.795696,139.107529
852,澤田歯科医院,新潟市秋葉区新津本町2丁目7番3号新津ﾛｲﾔﾙｺｰﾌﾟ1F,37.798893,139.126083
853,サン歯科クリニック,新潟市秋葉区新津本町4丁目17番58号,37.794514,139.127747
854,渋谷歯科医院,新潟市秋葉区新栄町16番6号,37.7882,139.118454
855,曽根歯科医院,新潟市秋葉区善道町1丁目6番47号,37.80294,139.123428
856,高橋歯科医院,新潟市秋葉区新津東町1丁目10番7号,37.803173,139.140533
857,たけいし歯科クリニック,新潟市秋葉区美善2丁目4-7,37.805519,139.115753
858,竹内歯科医院,新潟市秋葉区小須戸字川原3819-1,37.764103,139.073181
859,田澤歯科医院,新潟市秋葉区新津本町2丁目4番9号,37.797626,139.123825
860,とがし歯科医院,新潟市秋葉区車場3丁目7番35号,37.837727,139.108429
861,プレイス歯科クリニック,新潟市秋葉区程島2045番地1,37.789688,139.112152
862,まるやま歯科医院,新潟市秋葉区程島1876-12,37.784805,139.113129
863,三村歯科医院,新潟市秋葉区新津本町3丁目3番30号,37.796947,139.124512
864,森歯科医院,新潟市秋葉区矢代田1966番地1,37.749496,139.096298
865,森山歯科医院,新潟市秋葉区朝日221番地2,37.772888,139.118271
866,矢部歯科医院,新潟市秋葉区小須戸3741番地,37.755383,139.068176
867,渡辺歯科医院,新潟市秋葉区小須戸3430番地,37.759071,139.068954
868,あたか歯科医院,新潟市南区親和町6-18,37.766956,139.019882
869,大通り歯科,新潟市南区大通黄金3丁目1-1,37.825645,139.01944
870,久保歯科医院,新潟市南区高井興野134番地1,37.79528,139.014496
871,木暮歯科医院,新潟市南区白根3094番地,37.763054,139.013474
872,こせんだ歯科医院,新潟市南区能登507番地4,37.768112,139.029388
873,さくま歯科クリニック,新潟市南区庄瀬1073番地2,37.717873,139.038254
874,椎名歯科医院,新潟市南区臼井1378番地2,37.784229,139.052368
875,しのはら歯科,新潟市南区鯵潟441番地5,37.77631,139.016708
876,すわのき歯科クリニック,新潟市南区田中25番地,37.754993,139.018768
877,ダイセー歯科クリニック,新潟市南区上下諏訪木126番地1,37.759583,139.013153
878,滝澤歯科医院,新潟市南区月潟229番地1,37.722694,138.991989
879,竹内歯科,新潟市南区助次右ｴ門組23番地,37.760956,139.017502
880,月潟歯科クリニック,新潟市南区月潟457番地1,37.727119,138.991821
881,にへい歯科医院,新潟市南区白根ﾉ内七軒635番地,37.762672,139.019714
882,野内歯科医院,新潟市南区戸頭1399番地5,37.758133,139.018463
883,フォーラム歯科医院,新潟市南区能登2丁目10番12号,37.769997,139.015488
884,みずき歯科診療所,新潟市南区庄瀬7031番,37.717724,139.033966
885,相澤歯科医院,新潟市西区小新5丁目5番12号,37.882057,139.001617
886,あおき歯科医院,新潟市西区坂井砂山4丁目3番28号,37.86937,138.958481
887,あおやま歯科医院,新潟市西区浦山2丁目1番66号ｻﾝｼｬｲﾝ青山2F,37.90247,139.005569
888,浅妻歯科黒埼診療所,新潟市西区山田2602番地,37.863289,139.01445
889,雨田歯科医院,新潟市西区寺尾前通3丁目3番4号,37.87833,138.98172
890,あらし歯科口腔外科クリニック,新潟市西区大学南2丁目2番10号,37.866409,138.944595
891,いからし歯科,新潟市西区五十嵐2の町8254番地,37.864994,138.940002
892,池矯正歯科医院,新潟市西区寺尾東3丁目2番19号,37.873047,138.97435
893,医療法人社団ＩＤＣいしかわこどもファミリー歯科,新潟市西区坂井砂山2丁目15番17号,37.873383,138.958801
894,五十川歯科医院,新潟市西区新通南2丁目11番11号,37.859138,138.959854
895,いっせい歯科クリニック,新潟市西区青山4丁目7番1号,37.89608,138.997253
896,伊藤歯科医院,新潟市西区寺尾西1丁目5-20,37.881741,138.969711
897,いとう歯科診療室,新潟市西区内野西が丘3丁目10番15号,37.848709,138.922333
898,いのうえ歯科クリニック,新潟市西区新通西2丁目8番3号,37.861931,138.950302
899,医療法人徳真会松村歯科新潟診療所,新潟市西区小新5丁目6番9号,37.882607,139.002106
900,岩野歯科医院,新潟市西区大野町2932番地,37.845959,139.015839
901,上野歯科医院,新潟市西区寺地544番地6,37.880932,139.007736
902,おおはし歯科医院,新潟市西区寺尾西2丁目2番36号,37.879509,138.968887
903,おおぬき歯科クリニック,新潟市西区小新南2丁目1番78号,37.868259,138.993484
904,大村歯科医院,新潟市西区小針西2丁目11番8号,37.886436,138.98317
905,小畑歯科医院,新潟市西区小針西1丁目3番7号,37.887627,138.988083
906,川上歯科医院,新潟市西区寺尾西5丁目8番62号,37.882465,138.963409
907,川崎歯科医院,新潟市西区小針台1番47号,37.891827,138.989853
908,神成歯科医院,新潟市西区内野町468番地,37.857433,138.936249
909,木村歯科クリニック,新潟市西区青山1丁目23-1,37.89584,139.00206
910,桐生歯科医院,新潟市西区亀貝3163番地,37.870163,138.982666
911,きんじょう歯科こどもクリニック,新潟市西区五十嵐中島5丁目17番45号,37.848434,138.9142
912,黒川歯科医院,新潟市西区松海が丘2丁目4番9号,37.888313,138.9767
913,Ｋ・歯科クリニック,新潟市西区立仏59番地1,37.868053,139.009277
914,子田歯科医院,新潟市西区松美台4-66,37.895992,138.991852
915,小林歯科医院,新潟市西区五十嵐3の町南4番76号,37.858318,138.931854
916,さかい歯科矯正歯科クリニック,新潟市西区山田416番地1第二大鵬ﾋﾞﾙ1F,37.867413,139.016861
917,坂井輪ライト歯科,新潟市西区寺尾前通2丁目12-2,37.879726,138.983414
918,佐久間歯科医院,新潟市西区鳥原2640番地1,37.850101,139.008682
919,佐藤歯科クリニック,新潟市西区小針南台3-28,37.889797,138.99292
920,下川路歯科医院,新潟市西区みずき野2丁目14番33号,37.815639,138.903931
921,杉本歯科クリニック,新潟市西区小針1丁目4番17号,37.889374,139.003403
922,杉山歯科医院,新潟市西区鳥原151番地4,37.849709,139.012054
923,ときめきファミリー歯科・矯正歯科,新潟市西区ときめき西1丁目1番19号,37.873123,139.007843
924,せいだデンタルクリニック,新潟市西区五十嵐東3丁目13-5,37.877663,138.955185
925,たかだ歯科医院,新潟市西区赤塚4390番地,37.814632,138.883148
926,滝歯科医院,新潟市西区善久97番地,37.859234,139.017075
927,たざわ歯科医院,新潟市西区小針南21番1号,37.882931,138.988647
928,たて歯科医院,新潟市西区金巻785番地1,37.840263,139.001099
929,田辺歯科医院,新潟市西区坂井東6丁目12番33号,37.872345,138.966553
930,つちや歯科医院,新潟市西区真砂2丁目13番20号,37.890686,138.981689
931,寺尾歯科医院,新潟市西区寺尾西3丁目4番3号,37.877998,138.96582
932,なかじま歯科クリニック,新潟市西区真砂1丁目13番36号,37.893124,138.985825
933,なかじま歯科医院,新潟市西区内野西が丘3丁目13-11,37.847572,138.92276
934,西原歯科医院,新潟市西区大野町2879番地,37.847218,139.017578
935,西原歯科クリニック,新潟市西区小針南台3番6号,37.889118,138.992935
936,根津歯科医院,新潟市西区寺尾東3丁目1番12号,37.872219,138.973892
937,野田歯科医院,新潟市西区寺尾6番33号,37.881294,138.980225
938,ばばこども歯科クリニック,新潟市西区平島1丁目3-2,37.891888,139.004227
939,東青山歯科医院,新潟市西区東青山1丁目5番19号青山ﾋﾞﾙ2F,37.893433,139.002396
940,ひまわり歯科医院,新潟市西区小針4丁目39番7号,37.881973,138.99556
941,ひらの歯科医院,新潟市西区坂井東3丁目27番8号,37.87104,138.976486
942,ひろお矯正歯科クリニック,新潟市西区小新5丁目3番27号,37.882359,139.00087
943,深井・加藤歯科医院,新潟市西区寺尾西3丁目12番5号,37.876167,138.964493
944,藤巻歯科医院,新潟市西区小針1丁目29番11号,37.889915,139.001358
945,ふじわら歯科クリニック,新潟市西区上新栄町6丁目18番20号,37.880596,138.958939
946,プレール歯科,新潟市西区平島2丁目12番10号,37.892799,139.007401
947,保苅歯科医院,新潟市西区寺尾上2丁目3番70号,37.875542,138.972214
948,松木歯科医院,新潟市西区坂井1033番地1,37.869583,138.963882
949,松田歯科医院,新潟市西区小針7丁目5番13号,37.881401,138.989838
950,まつみだい歯科診療所,新潟市西区松美台5番9号,37.894127,138.993134
951,松本歯科クリニック,新潟市西区寺尾北1丁目5番16号,37.886288,138.972198
952,マルヤマデンタルクリニック,新潟市西区ときめき西3丁目6-1,37.879421,139.009781
953,三村歯科医院,新潟市西区小針が丘2番54号,37.891178,138.990784
954,みやざき歯科医院,新潟市西区寺尾朝日通11番1号,37.885101,138.98674
955,明倫短期大学附属歯科診療所,新潟市西区真砂3丁目16番10号,37.893753,138.982635
956,やかた歯科医院,新潟市西区寺地2031番地,37.882702,139.009857
957,山岸歯科医院,新潟市西区五十嵐中島2丁目1番10号,37.851089,138.925613
958,やまむろ歯科医院,新潟市西区五十嵐1の町7283番,37.874271,138.948959
959,横堀歯科医院,新潟市西区松美台2番4号,37.895824,138.994431
960,横山歯科医院,新潟市西区内野町809番地1,37.861977,138.943634
961,よしざわ歯科,新潟市西区赤塚4598番地,37.811798,138.881989
962,レオ歯科クリニック,新潟市西区坂井東5丁目25番21号,37.871353,138.97081
963,ＷｈｉｔｅＢｅｒｒｙわしざわ歯科,新潟市西区五十嵐1の町6705番地,37.868809,138.949112
964,和田歯科医院,新潟市西区青山新町1番3号,37.89341,138.997284
965,わたなべ歯科医院,新潟市西区坂井東3丁目15番22号,37.874088,138.977188
966,アサオ歯科医院,新潟市西蒲区巻甲2660番地1,37.759323,138.889725
967,医療法人玄徳会しらとり歯科,新潟市西蒲区巻甲4380番地4,37.753624,138.892212
968,きちろく歯科医院,新潟市西蒲区中之口523-1,37.717636,138.966019
969,さとう歯科医院,新潟市西蒲区魲103番地3,37.76049,138.889282
970,白石歯科医院,新潟市西蒲区巻甲2427番地6,37.754765,138.887054
971,白鳥歯科クリニック,新潟市西蒲区赤鏥437番地1,37.749802,138.891876
972,袖山歯科医院,新潟市西蒲区巻甲2920番地,37.757671,138.885971
973,高野歯科医院,新潟市西蒲区巻甲1404番地1,37.76535,138.884933
974,棚橋歯科医院,新潟市西蒲区曽根358番地,37.791279,138.916611
975,たはた歯科医院,新潟市西蒲区巻乙1594番地1,37.758278,138.879639
976,ながの歯科医院,新潟市西蒲区巻甲2679-1,37.759804,138.888809
977,西蒲原地区休日急患歯科診療所,新潟市西蒲区巻甲4363番地,37.754292,138.893143
978,のざわ歯科クリニック,新潟市西蒲区小吉1076番地1,37.704735,138.970139
979,原歯科診療所,新潟市西蒲区福島1966番地,37.726776,138.959457
980,ひらさわ歯科医院,新潟市西蒲区和納1443番地1,37.723419,138.885986
981,本間歯科医院,新潟市西蒲区和納1597番地10,37.724129,138.88121
982,松崎歯科医院,新潟市西蒲区馬堀6571番地,37.748234,138.912231
983,竹内歯科医院,新潟市西蒲区巻甲2529番地11,37.757046,138.888565
984,山添歯科医院山添矯正歯科,新潟市西蒲区巻甲2125番地,37.763336,138.887299
985,ゆう歯科医院,新潟市西蒲区巻甲4081番地5新星ﾋﾞﾙ2F,37.760113,138.893005
986,ろはすデンタル,新潟市西蒲区巻甲4476番地1,37.768574,138.880676
987,若月歯科医院,新潟市西蒲区押付1番地63,37.787754,138.918823
988,メイプル歯科クリニック,新潟市西区坂井791-2,37.867119,138.955582
989,こやま歯科クリニック,新潟市西区五十嵐中島5丁目21番5号,37.84663,138.916336
990,浅井歯科医院,新潟市中央区大島40-1,37.880009,139.022064
991,女池歯科クリニック,新潟市中央区女池2丁目3番17号,37.894272,139.046295
992,こどもみらいクリニックデンタル,新潟市中央区弁天橋通3丁目8番6号,37.890034,139.073502
993,りんご歯科医院,新潟市中央区東大通2丁目2番18号 ﾀﾁﾊﾞﾅﾋﾞﾙﾃﾞｨﾝｸﾞ1階1号室,37.915821,139.05928
994,かとう歯科,新潟市西区寺尾台2丁目5番1号,37.883209,138.977081
995,新潟西歯科クリニック,新潟市西区新通2757-3,37.86002,138.956314
996,いしざき歯科,新潟市東区大形本町5丁目3-20,37.921959,139.121353
997,関塚歯科医院,新潟市中央区西堀前通6番町905番地 第二西堀ﾋﾞﾙ4F,37.921692,139.043961
998,さつき野矯正歯科医院音の森,新潟市中央区女池6丁目5番23号,37.89212,139.040665
999,アサオ歯科医院,新潟市中央区上大川前通6番町1195番地1号,37.919506,139.047836
1000,やまざき歯科医院,新潟市秋葉区新津東町3丁目4番3号,37.804779,139.143265
1001,とうじょう歯科,新潟市西区青山7丁目2番9号,37.899254,138.995529
1002,巻口歯科医院,新潟市中央区礎町通4ﾉ町2126番地,37.922821,139.051941
1003,新潟矯正歯科クリニック,新潟市中央区万代3丁目1番1号 新潟日報ﾒﾃﾞｨｱｼｯﾌﾟ4階,37.918228,139.056274
1004,だい歯科訪問クリニック,新潟市中央区上所中3丁目14番13号 上所ﾒﾃﾞｨｶﾙｾﾝﾀｰ2階,37.902683,139.035187
1005,アルファ歯科上木戸,新潟市東区上木戸4丁目7-13,37.918579,139.10202
1006,ひなた歯科クリニック,新潟市江南区鵜ﾉ子4丁目3番3号,37.871403,139.090942
1007,アイル歯科医院,新潟市東区空港西2丁目16-23,37.947285,139.098877
1008,きらめき歯科クリニック,新潟市西区青山2丁目5番1号 ｲｵﾝ新潟青山店 2F,37.896366,139.006012
1009,かつみ歯科口腔外科,新潟市中央区米山3丁目13-15,37.907257,139.061905
1010,さかうえ矯正歯科クリニック,新潟市中央区近江3丁目32-1,37.902996,139.042725
1011,ｉ歯科,新潟市中央区東大通2丁目2-9 ﾄｰｶﾝ万代第二ﾋﾞｭｰﾊｲﾂ 207号,37.915359,139.058792
1012,医療法人ＭＡＫＩＮＧＴＨＥＲＯＡＤあゆみ歯科医院,新潟市西区小針5丁目8番15号,37.886616,138.995407
1013,たろ歯科医院,新潟市東区中野山7丁目1番2号,37.900948,139.10553
1014,うらら歯科,新潟市江南区亀田向陽1丁目3-32,37.876549,139.112946
1015,新潟歯科・矯正歯科ＨＩＤＥＮＴ,新潟市西区小針上山9番34号5,37.893429,138.992661
1016,八百板歯科医院,新潟市西蒲区魲138-1,37.76049,138.889282
1017,竹山矯正歯科クリニック,新潟市東区中野山7丁目1番18号,37.900665,139.105576
1018,みずいろ歯科,新潟市東区太平4丁目3-17,37.943867,139.109161
1019,シュウデンタルクリニック,新潟市江南区船戸山5丁目9番14号,37.867039,139.10173
1020,がじゅまる歯科,新潟市秋葉区中野4丁目5-12,37.83287,139.110016
1021,せきや歯科クリニック,新潟市中央区信濃町4番8号,37.906338,139.011566
1022,しんじょう歯科医院,新潟市江南区丸山ﾉ内善之丞組362番地8,37.880424,139.128159
1023,あきやま歯科クリニック,新潟市江南区曽野木1丁目4-9,37.867691,139.041504
1024,からさわ歯科医院,新潟市中央区笹口2丁目3番5号 ﾒｿﾞﾝ･ﾄﾞ･ｿﾚｲﾕ1階,37.909615,139.063126
1025,入船みなと歯科,新潟市中央区附船町1丁目4092番,37.935062,139.054794
1026,小飯塚歯科クリニック,新潟市北区嘉山5丁目6番8号,37.909775,139.220474
1027,八木歯科クリニック,新潟市西蒲区巻甲3232番地3,37.768574,138.880676
1028,まなぶ歯科,新潟市西区槇尾100番,37.855942,138.942139
1029,にいがたこども歯科,新潟市西区小新南2丁目9番13号,37.867401,138.990341
1030,小出歯科クリニック,新潟市東区河渡新町2丁目4番61号1,37.94783,139.111343
1031,新潟I’ｓ歯科・矯正歯科,新潟市中央区笹口2丁目1番6号,37.910046,139.063019
1032,日和が丘デンタルクリニック,新潟市西区寺尾台1丁目1番地16号,37.883163,138.979416
1033,よしぞえ歯科クリニック,新潟市江南区元町1丁目3-2,37.86512,139.109604
1034,村田歯科医院,新潟市西区青山5丁目9番34号,37.899643,138.997345
1035,ことのはデンタルクリニック,新潟市中央区女池4丁目19-3,37.895309,139.03804
1036,エムワイデンタルクリニック,新潟市東区大形本町3丁目1番2号ｲｵﾝ新潟東店2階,37.924152,139.113754
1037,みのりデンタルクリニック,新潟市中央区美の里1-14,37.884068,139.077454
1038,ｉｒｏｄｏｒｉＤＥＮＴＡＬＨＯＵＳＥ,新潟市中央区女池3丁目22番10号,37.896103,139.04274
1039,めぐりデンタルクリニック,新潟市中央区女池西2丁目6番12号,37.890907,139.036087
1040,やまざきデンタルクリニック,新潟市中央区姥ｹ山5丁目14-26,37.890427,139.078278
1041,三上歯科医院,新潟市中央区弁天橋通3丁目8番13号,37.889801,139.073837
1042,新潟駅前歯科ルミナスクリニック,新潟市中央区東大通1丁目3番1号INPEX新潟ﾋﾞﾙﾃﾞｨﾝｸﾞ1階,37.91407,139.060928
1043,廣瀬歯科医院,新潟市中央区東湊町通1ﾉ町2586番地,37.927151,139.051147
1044,不二崎歯科医院,新潟市北区松浜本町2丁目9番11号,37.949688,139.143631
1045,ひろみ歯科・矯正歯科ファミリークリニック,新潟市南区大通黄金2丁目7-2,37.8237,139.022736
